id,partnerID,name,recurrence,capacity
207,410,Mortgage,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":2876,""isNegative"":false}"
208,135,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1536,""isNegative"":false}"
210,63,Car,"{""timing"":3,""dayOfTheMonth"":21}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":268,""isNegative"":false}"
211,250,Rent,"{""timing"":3,""dayOfTheMonth"":26}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":600,""isNegative"":false}"
212,429,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1326,""isNegative"":false}"
213,429,Car note,"{""timing"":3,""dayOfTheMonth"":17}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":573,""isNegative"":false}"
214,429,Internet,"{""timing"":3,""dayOfTheMonth"":14}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":70,""isNegative"":false}"
215,429,Insurance,"{""timing"":3,""dayOfTheMonth"":21}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":224,""isNegative"":false}"
216,429,T mobile,"{""timing"":3,""dayOfTheMonth"":13}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":220,""isNegative"":false}"
217,429,Electricity,"{""timing"":3,""dayOfTheMonth"":18}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":60,""isNegative"":false}"
218,356,Phone bill,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":80,""isNegative"":false}"
219,432,Phone Bill,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":89,""isNegative"":false}"
220,429,Openskyy,"{""timing"":3,""dayOfTheMonth"":14}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":25,""isNegative"":false}"
221,429,Indigo,"{""timing"":3,""dayOfTheMonth"":8}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":40,""isNegative"":false}"
222,429,Mission lane,"{""timing"":3,""dayOfTheMonth"":25}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":25,""isNegative"":false}"
223,429,Milestone,"{""timing"":3,""dayOfTheMonth"":16}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":40,""isNegative"":false}"
224,429,Ulta,"{""timing"":3,""dayOfTheMonth"":17}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":35,""isNegative"":false}"
225,429,Sephora,"{""timing"":3,""dayOfTheMonth"":8}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":35,""isNegative"":false}"
226,429,Discover,"{""timing"":3,""dayOfTheMonth"":18}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
227,429,Kohls,"{""timing"":3,""dayOfTheMonth"":4}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":30,""isNegative"":false}"
228,429,Avant,"{""timing"":3,""dayOfTheMonth"":7}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":25,""isNegative"":false}"
229,429,Upstart,"{""timing"":3,""dayOfTheMonth"":8}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":156,""isNegative"":false}"
230,429,Prosper,"{""timing"":3,""dayOfTheMonth"":14}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":210,""isNegative"":false}"
231,429,Cancun,"{""timing"":3,""dayOfTheMonth"":23}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":117,""isNegative"":false}"
232,429,Life insurance,"{""timing"":3,""dayOfTheMonth"":22}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":25,""isNegative"":false}"
233,336,Emergency fund,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":3000,""isNegative"":false}"
234,429,Starz,"{""timing"":3,""dayOfTheMonth"":27}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":10,""isNegative"":false}"
236,438,Upstart loan,"{""timing"":3,""dayOfTheMonth"":4}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":724,""isNegative"":false}"
237,439,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1617,""isNegative"":false}"
238,409,Cell,"{""timing"":3,""dayOfTheMonth"":27}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":112,""isNegative"":false}"
239,318,Christmas,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":300,""isNegative"":false}"
240,446,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":350,""isNegative"":false}"
241,446,Cricket Wireless,"{""timing"":3,""dayOfTheMonth"":22}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":55,""isNegative"":false}"
242,446,Savings,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":25,""isNegative"":false}"
243,448,Saving,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":5000,""isNegative"":false}"
244,448,Car note,"{""timing"":3,""dayOfTheMonth"":26}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":379,""isNegative"":false}"
245,450,Car note,"{""timing"":3,""dayOfTheMonth"":26}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":456,""isNegative"":false}"
246,450,Netflix,"{""timing"":3,""dayOfTheMonth"":6}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":20,""isNegative"":false}"
247,183,Emergency,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":2000,""isNegative"":false}"
248,456,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":677,""isNegative"":false}"
250,206,Rent,"{""timing"":3,""dayOfTheMonth"":6}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1580,""isNegative"":false}"
251,462,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1395,""isNegative"":false}"
252,462,Youtube TV,"{""timing"":3,""dayOfTheMonth"":10}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":65,""isNegative"":false}"
253,466,Car,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":250,""isNegative"":false}"
254,466,Insurance,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":200,""isNegative"":false}"
255,466,Phone,"{""timing"":3,""dayOfTheMonth"":7}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":300,""isNegative"":false}"
256,157,Car insurance,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":200,""isNegative"":false}"
257,157,Truck Loan,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":150,""isNegative"":false}"
258,157,Student Loan,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":75,""isNegative"":false}"
259,157,Phone,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":85,""isNegative"":false}"
260,469,Starting saving,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":5000,""isNegative"":false}"
261,33,Car insurance,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":291,""isNegative"":false}"
262,340,Savings,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":5000,""isNegative"":false}"
263,476,Rent,"{""timing"":3,""dayOfTheMonth"":7}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":550,""isNegative"":false}"
264,387,Facial,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":300,""isNegative"":false}"
265,387,Subscriptions,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":201,""isNegative"":false}"
266,477,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":850,""isNegative"":false}"
267,477,Car payment,"{""timing"":3,""dayOfTheMonth"":7}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":303,""isNegative"":false}"
268,477,Car insurance,"{""timing"":3,""dayOfTheMonth"":25}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":400,""isNegative"":false}"
269,480,Upstart,"{""timing"":3,""dayOfTheMonth"":3}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":174,""isNegative"":false}"
270,446,Car payment,"{""timing"":3,""dayOfTheMonth"":9}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":310,""isNegative"":false}"
271,446,Allstate,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":171,""isNegative"":false}"
272,483,Vacation,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1000,""isNegative"":false}"
273,227,Cox,"{""timing"":3,""dayOfTheMonth"":26}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":47,""isNegative"":false}"
274,227,Spotify,"{""timing"":3,""dayOfTheMonth"":23}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":11,""isNegative"":false}"
275,489,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1550,""isNegative"":false}"
276,489,Car payment,"{""timing"":3,""dayOfTheMonth"":4}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":300,""isNegative"":false}"
277,489,Discover,"{""timing"":3,""dayOfTheMonth"":12}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":122,""isNegative"":false}"
278,489,Citizens Credit Card,"{""timing"":3,""dayOfTheMonth"":12}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":75,""isNegative"":false}"
279,490,Carvana,"{""timing"":3,""dayOfTheMonth"":26}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":700,""isNegative"":false}"
280,489,Amex Card,"{""timing"":3,""dayOfTheMonth"":12}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
281,489,T-Mobile Bill,"{""timing"":3,""dayOfTheMonth"":12}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":185,""isNegative"":false}"
282,489,National Grid,"{""timing"":3,""dayOfTheMonth"":17}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":240,""isNegative"":false}"
283,493,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1040,""isNegative"":false}"
284,213,Emergency Fund,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":15000,""isNegative"":false}"
285,213,Car Insurance,"{""timing"":3,""dayOfTheMonth"":5}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":250,""isNegative"":false}"
286,381,Rent,"{""timing"":3,""dayOfTheMonth"":10}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1672,""isNegative"":false}"
287,381,Rent A Center,"{""timing"":3,""dayOfTheMonth"":25}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":523,""isNegative"":false}"
288,438,Upstart,"{""timing"":3,""dayOfTheMonth"":4}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":724,""isNegative"":false}"
289,438,Testing,"{""timing"":3,""dayOfTheMonth"":2}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":25,""isNegative"":false}"
290,438,Savings test,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
291,381,PayPal Credut,"{""timing"":3,""dayOfTheMonth"":13}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
292,381,Uplift,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":157,""isNegative"":false}"
293,70,Christmas Cabin,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":2000,""isNegative"":false}"
294,70,Bianca,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1000,""isNegative"":false}"
295,197,Student Loans,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":300,""isNegative"":false}"
296,477,House,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":20000,""isNegative"":false}"
297,513,Car,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":2000,""isNegative"":false}"
298,521,Phone,"{""timing"":3,""dayOfTheMonth"":4}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":42,""isNegative"":false}"
299,521,Car,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":2500,""isNegative"":false}"
300,528,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1200,""isNegative"":false}"
301,530,Car Payment,"{""timing"":3,""dayOfTheMonth"":13}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":272,""isNegative"":false}"
302,530,Car Insurance,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":125,""isNegative"":false}"
303,521,Allowance,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":25,""isNegative"":false}"
304,530,Gym,"{""timing"":3,""dayOfTheMonth"":2}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":125,""isNegative"":false}"
305,528,Verizon,"{""timing"":3,""dayOfTheMonth"":2}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":95,""isNegative"":false}"
306,530,Phone,"{""timing"":3,""dayOfTheMonth"":3}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":47,""isNegative"":false}"
307,528,Hulu,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":75,""isNegative"":false}"
308,528,Spotify,"{""timing"":3,""dayOfTheMonth"":10}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":11,""isNegative"":false}"
309,528,Game Pass,"{""timing"":3,""dayOfTheMonth"":10}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":17,""isNegative"":false}"
310,521,Emergency,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":3500,""isNegative"":false}"
311,528,Audi,"{""timing"":3,""dayOfTheMonth"":3}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":525,""isNegative"":false}"
312,528,Netflix,"{""timing"":3,""dayOfTheMonth"":11}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":16,""isNegative"":false}"
313,528,Moving Expenses,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1000,""isNegative"":false}"
314,74,Utilities,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":60,""isNegative"":false}"
315,74,Phone,"{""timing"":3,""dayOfTheMonth"":12}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":43,""isNegative"":false}"
316,387,Skincare,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":200,""isNegative"":false}"
317,482,Car Payment,"{""timing"":3,""dayOfTheMonth"":18}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":270,""isNegative"":false}"
318,480,$5 Savings Quest,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1000,""isNegative"":false}"
319,521,Greece,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":16425,""isNegative"":false}"
320,267,Car payment,"{""timing"":3,""dayOfTheMonth"":8}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":313,""isNegative"":false}"
321,482,Car,"{""timing"":3,""dayOfTheMonth"":18}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":269,""isNegative"":false}"
322,246,Pony Fund,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":3000,""isNegative"":false}"
323,246,Subscriptions,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":15,""isNegative"":false}"
324,246,Gas,"{""timing"":3,""dayOfTheMonth"":21}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":40,""isNegative"":false}"
325,278,Gen savings,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":3000,""isNegative"":false}"
326,197,Savings,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
327,387,Nails,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":150,""isNegative"":false}"
328,60,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":575,""isNegative"":false}"
329,32,Health insurance,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":54,""isNegative"":false}"
330,340,Loan,"{""timing"":3,""dayOfTheMonth"":4}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":226,""isNegative"":false}"
331,340,RAC,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":288,""isNegative"":false}"
332,340,RAC,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":312,""isNegative"":false}"
333,340,Loan,"{""timing"":3,""dayOfTheMonth"":4}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":226,""isNegative"":false}"
334,340,KT Car,"{""timing"":3,""dayOfTheMonth"":13}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":417,""isNegative"":false}"
335,340,Ty Car,"{""timing"":3,""dayOfTheMonth"":17}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":489,""isNegative"":false}"
336,50,Car Note,"{""timing"":3,""dayOfTheMonth"":16}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":523,""isNegative"":false}"
337,50,Rent,"{""timing"":3,""dayOfTheMonth"":4}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":300,""isNegative"":false}"
338,417,ipad,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":2000,""isNegative"":false}"
339,221,Itunes,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":15,""isNegative"":false}"
340,221,Playstation,"{""timing"":3,""dayOfTheMonth"":26}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":10,""isNegative"":false}"
341,221,Life insurance,"{""timing"":3,""dayOfTheMonth"":14}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":28,""isNegative"":false}"
342,221,Dental,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":42,""isNegative"":false}"
343,221,Car Insurance,"{""timing"":3,""dayOfTheMonth"":24}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":80,""isNegative"":false}"
344,221,Tent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":200,""isNegative"":false}"
345,221,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":200,""isNegative"":false}"
346,387,ROTH IRA,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":200,""isNegative"":false}"
347,7,Test,"{""timing"":3,""dayOfTheMonth"":14}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":505,""isNegative"":false}"
348,7,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
349,7,Car,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
350,7,Elec,"{""timing"":3,""dayOfTheMonth"":10}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":10,""isNegative"":false}"
351,7,Heli,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":50,""isNegative"":false}"
352,7,Car ins,"{""timing"":3,""dayOfTheMonth"":5}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":10,""isNegative"":false}"
353,373,Projector TV,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":3000,""isNegative"":false}"
354,60,✨California✨,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1500,""isNegative"":false}"
355,221,Dental Insurance,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":42,""isNegative"":false}"
356,66,Car Insurance,"{""timing"":3,""dayOfTheMonth"":8}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":103,""isNegative"":false}"
357,66,Electric,"{""timing"":3,""dayOfTheMonth"":8}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":28,""isNegative"":false}"
358,66,Phone,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":240,""isNegative"":false}"
359,66,Car tags,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":60,""isNegative"":false}"
360,66,CCA,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":450,""isNegative"":false}"
361,66,Vet,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":200,""isNegative"":false}"
362,66,Phone-Mint,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":240,""isNegative"":false}"
363,66,Health Insurance,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":63,""isNegative"":false}"
364,415,rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":930,""isNegative"":false}"
365,415,car payment,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":475,""isNegative"":false}"
366,415,dental,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":150,""isNegative"":false}"
367,415,car insurance,"{""timing"":3,""dayOfTheMonth"":22}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":230,""isNegative"":false}"
368,415,phone bill,"{""timing"":3,""dayOfTheMonth"":7}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":140,""isNegative"":false}"
369,415,ipad,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":70,""isNegative"":false}"
370,224,Laptop,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1000,""isNegative"":false}"
371,200,Rent,"{""timing"":3,""dayOfTheMonth"":2}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":400,""isNegative"":false}"
372,301,Spotify,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":11,""isNegative"":false}"
373,367,Car,"{""timing"":3,""dayOfTheMonth"":20}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":464,""isNegative"":false}"
374,367,Insurance,"{""timing"":3,""dayOfTheMonth"":27}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":177,""isNegative"":false}"
375,367,Lights,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":180,""isNegative"":false}"
376,367,Drz,"{""timing"":3,""dayOfTheMonth"":13}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
377,367,Phone,"{""timing"":3,""dayOfTheMonth"":18}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":50,""isNegative"":false}"
378,367,Wifi,"{""timing"":3,""dayOfTheMonth"":7}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":70,""isNegative"":false}"
379,367,Loan,"{""timing"":3,""dayOfTheMonth"":13}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":150,""isNegative"":false}"
380,480,Apple,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
381,115,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":890,""isNegative"":false}"
382,193,Loan Payment for Gra,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":3000,""isNegative"":false}"
